"","id_trabajador","edad","genero","nivel_educativo","num_hijos","tipo_cargo","capacitado","jornada","antiguedad","empresa"
"1474",1474,27,"femenino","bachiller",1,"administrativo",1,"diurna",2,35
"1475",1475,55,"femenino","bachiller",0,"operativo",0,"mixta",13,123
"1476",1476,31,"masculino","tecnico",1,"operativo",1,"diurna",7,113
"1477",1477,66,"masculino","maestria",0,"administrativo",1,"nocturna",15,120
"1478",1478,37,"femenino","tecnico",5,"operativo",1,"diurna",16,48
"1479",1479,26,"femenino","tecnico",2,"administrativo",0,"diurna",10,118
"1480",1480,36,"femenino","tecnico",0,"operativo",1,"mixta",2,45
"1481",1481,31,"femenino","tecnico",1,"administrativo",0,"diurna",5,16
"1482",1482,33,"masculino","bachiller",0,"operativo",1,"nocturna",6,133
"1483",1483,41,"femenino","tecnico",2,"operativo",1,"diurna",11,130
"1484",1484,41,"femenino","universitario",0,"administrativo",1,"diurna",12,19
"1485",1485,51,"masculino","tecnico",0,"operativo",1,"nocturna",4,39
"1486",1486,48,"masculino","tecnico",2,"administrativo",0,"diurna",13,112
"1487",1487,52,"femenino","universitario",3,"operativo",1,"diurna",12,104
"1488",1488,42,"femenino","bachiller",2,"operativo",1,"diurna",18,28
"1489",1489,28,"masculino","tecnico",4,"administrativo",0,"nocturna",12,114
"1490",1490,47,"femenino","bachiller",0,"operativo",1,"diurna",7,73
"1491",1491,46,"femenino","bachiller",1,"operativo",0,"mixta",12,71
"1492",1492,34,"masculino","bachiller",4,"operativo",1,"diurna",8,95
"1493",1493,34,"femenino","tecnico",2,"administrativo",1,"nocturna",7,135
"1494",1494,56,"masculino","tecnico",0,"operativo",1,"mixta",9,83
"1495",1495,60,"femenino","tecnico",1,"operativo",0,"diurna",12,62
"1496",1496,42,"masculino","tecnico",1,"operativo",1,"diurna",16,9
"1497",1497,34,"femenino","especializacion",3,"administrativo",1,"mixta",5,29
"1498",1498,65,"femenino","tecnico",2,"operativo",0,"mixta",16,71
"1499",1499,21,"femenino","tecnico",0,"operativo",0,"nocturna",12,132
"1500",1500,26,"femenino","tecnico",1,"operativo",0,"nocturna",12,13
"1501",1501,53,"femenino","tecnico",0,"operativo",0,"nocturna",7,123
"1502",1502,26,"masculino","tecnico",3,"operativo",0,"diurna",9,39
"1503",1503,53,"femenino","bachiller",0,"operativo",1,"diurna",9,102
"1504",1504,26,"femenino","tecnico",1,"administrativo",1,"mixta",7,38
"1505",1505,48,"masculino","tecnico",2,"administrativo",0,"diurna",12,66
"1506",1506,37,"masculino","tecnico",2,"operativo",1,"nocturna",0,78
"1507",1507,53,"masculino","bachiller",1,"administrativo",1,"diurna",5,131
"1508",1508,60,"femenino","universitario",3,"operativo",1,"diurna",14,138
"1509",1509,38,"femenino","tecnico",1,"operativo",0,"mixta",5,30
"1510",1510,49,"femenino","maestria",1,"administrativo",0,"diurna",12,6
"1511",1511,18,"femenino","tecnico",0,"operativo",0,"nocturna",15,29
"1512",1512,36,"femenino","bachiller",0,"operativo",0,"diurna",11,77
"1513",1513,22,"femenino","bachiller",1,"administrativo",0,"diurna",5,60
"1514",1514,43,"femenino","tecnico",2,"operativo",1,"diurna",11,136
"1515",1515,40,"femenino","bachiller",1,"operativo",0,"mixta",16,123
"1516",1516,36,"femenino","tecnico",1,"operativo",0,"diurna",15,83
"1517",1517,37,"masculino","bachiller",3,"operativo",0,"diurna",20,3
"1518",1518,54,"femenino","bachiller",0,"administrativo",0,"nocturna",7,19
"1519",1519,38,"femenino","tecnico",1,"operativo",1,"nocturna",12,7
"1520",1520,68,"femenino","tecnico",3,"operativo",1,"diurna",9,87
"1521",1521,18,"masculino","tecnico",0,"operativo",0,"nocturna",2,56
"1522",1522,45,"femenino","bachiller",1,"operativo",0,"nocturna",9,64
"1523",1523,72,"femenino","tecnico",0,"operativo",1,"diurna",8,8
"1524",1524,23,"femenino","tecnico",4,"operativo",0,"nocturna",18,102
"1525",1525,28,"femenino","tecnico",2,"operativo",0,"nocturna",11,98
"1526",1526,34,"masculino","tecnico",2,"administrativo",0,"nocturna",12,34
"1527",1527,41,"femenino","tecnico",0,"operativo",1,"diurna",13,20
"1528",1528,36,"masculino","universitario",2,"operativo",1,"diurna",6,93
"1529",1529,33,"femenino","tecnico",2,"operativo",0,"nocturna",7,26
"1530",1530,69,"femenino","tecnico",0,"administrativo",0,"diurna",14,94
"1531",1531,42,"femenino","universitario",1,"operativo",1,"diurna",11,95
"1532",1532,56,"masculino","tecnico",3,"operativo",1,"diurna",18,65
"1533",1533,18,"masculino","tecnico",1,"operativo",0,"diurna",9,25
"1534",1534,57,"masculino","tecnico",2,"administrativo",1,"nocturna",15,49
"1535",1535,60,"femenino","bachiller",1,"operativo",1,"diurna",12,147
"1536",1536,33,"masculino","bachiller",3,"administrativo",0,"nocturna",8,77
"1537",1537,37,"femenino","tecnico",1,"administrativo",1,"diurna",11,29
"1538",1538,65,"masculino","tecnico",0,"operativo",0,"mixta",12,37
"1539",1539,41,"femenino","bachiller",0,"operativo",1,"diurna",10,112
"1540",1540,56,"masculino","universitario",1,"operativo",1,"nocturna",11,128
"1541",1541,49,"masculino","tecnico",2,"operativo",1,"nocturna",12,38
"1542",1542,38,"femenino","bachiller",2,"administrativo",0,"mixta",8,34
"1543",1543,36,"masculino","tecnico",1,"administrativo",0,"nocturna",9,137
"1544",1544,19,"masculino","bachiller",0,"administrativo",0,"diurna",13,59
"1545",1545,18,"masculino","bachiller",3,"operativo",0,"diurna",8,27
"1546",1546,40,"masculino","tecnico",2,"operativo",1,"diurna",13,46
"1547",1547,44,"masculino","tecnico",0,"operativo",0,"diurna",6,28
"1548",1548,32,"masculino","bachiller",0,"administrativo",0,"diurna",13,7
"1549",1549,49,"femenino","bachiller",0,"operativo",0,"diurna",11,109
"1550",1550,47,"masculino","tecnico",1,"operativo",1,"diurna",8,10
"1551",1551,35,"masculino","universitario",1,"operativo",0,"mixta",6,144
"1552",1552,41,"masculino","bachiller",1,"operativo",0,"nocturna",11,35
"1553",1553,59,"masculino","bachiller",1,"operativo",0,"mixta",10,115
"1554",1554,45,"femenino","tecnico",0,"operativo",0,"diurna",3,136
"1555",1555,52,"masculino","tecnico",2,"operativo",0,"diurna",6,48
"1556",1556,47,"femenino","bachiller",4,"operativo",0,"mixta",10,75
"1557",1557,66,"masculino","tecnico",1,"operativo",0,"diurna",10,130
"1558",1558,42,"femenino","tecnico",2,"administrativo",1,"mixta",17,58
"1559",1559,25,"masculino","bachiller",0,"administrativo",0,"nocturna",2,3
"1560",1560,33,"femenino","tecnico",0,"operativo",1,"diurna",12,57
"1561",1561,44,"femenino","tecnico",3,"operativo",0,"diurna",15,115
"1562",1562,36,"femenino","bachiller",0,"operativo",1,"diurna",6,71
"1563",1563,37,"masculino","bachiller",0,"operativo",1,"diurna",11,105
"1564",1564,50,"femenino","universitario",1,"operativo",1,"diurna",10,110
"1565",1565,28,"masculino","tecnico",0,"operativo",0,"diurna",12,92
"1566",1566,18,"masculino","tecnico",2,"operativo",1,"diurna",12,143
"1567",1567,70,"masculino","tecnico",0,"operativo",1,"diurna",11,95
"1568",1568,47,"masculino","bachiller",1,"operativo",1,"mixta",16,16
"1569",1569,56,"masculino","universitario",0,"operativo",0,"diurna",14,57
"1570",1570,35,"femenino","tecnico",0,"operativo",1,"diurna",13,26
"1571",1571,41,"masculino","bachiller",0,"administrativo",0,"diurna",8,7
"1572",1572,18,"femenino","tecnico",4,"operativo",0,"mixta",9,142
"1573",1573,45,"masculino","tecnico",3,"operativo",0,"diurna",6,149
"1574",1574,47,"masculino","tecnico",2,"operativo",1,"nocturna",7,62
"1575",1575,26,"masculino","tecnico",1,"operativo",1,"diurna",3,45
"1576",1576,32,"femenino","tecnico",1,"administrativo",0,"mixta",5,117
"1577",1577,60,"femenino","tecnico",1,"administrativo",0,"diurna",4,29
"1578",1578,47,"femenino","tecnico",0,"operativo",1,"diurna",8,32
"1579",1579,36,"masculino","tecnico",2,"operativo",0,"diurna",12,106
"1580",1580,46,"masculino","tecnico",1,"operativo",0,"nocturna",11,52
"1581",1581,20,"femenino","tecnico",1,"operativo",0,"diurna",11,110
"1582",1582,58,"masculino","bachiller",3,"administrativo",1,"diurna",2,137
"1583",1583,18,"femenino","tecnico",1,"operativo",0,"diurna",8,83
"1584",1584,25,"femenino","tecnico",1,"operativo",1,"diurna",8,22
"1585",1585,50,"masculino","bachiller",4,"administrativo",1,"mixta",8,116
"1586",1586,57,"masculino","tecnico",3,"administrativo",1,"diurna",9,95
"1587",1587,18,"masculino","tecnico",1,"operativo",1,"diurna",4,56
"1588",1588,49,"femenino","bachiller",2,"administrativo",1,"nocturna",8,57
"1589",1589,45,"femenino","tecnico",0,"operativo",1,"diurna",9,67
"1590",1590,39,"femenino","bachiller",1,"operativo",0,"diurna",5,147
"1591",1591,31,"masculino","tecnico",4,"operativo",1,"diurna",12,101
"1592",1592,27,"femenino","universitario",2,"operativo",1,"diurna",11,123
"1593",1593,42,"femenino","tecnico",0,"operativo",1,"mixta",15,7
"1594",1594,58,"femenino","bachiller",0,"operativo",0,"mixta",13,3
"1595",1595,18,"femenino","tecnico",2,"operativo",0,"diurna",17,108
"1596",1596,24,"masculino","maestria",1,"administrativo",1,"diurna",19,109
"1597",1597,65,"femenino","tecnico",0,"operativo",1,"nocturna",12,5
"1598",1598,22,"femenino","tecnico",0,"operativo",0,"diurna",1,59
"1599",1599,18,"femenino","tecnico",0,"operativo",0,"diurna",10,137
"1600",1600,40,"femenino","tecnico",1,"operativo",0,"diurna",8,27
"1601",1601,45,"femenino","bachiller",3,"operativo",1,"mixta",17,104
"1602",1602,40,"masculino","bachiller",2,"operativo",1,"nocturna",5,127
"1603",1603,27,"femenino","bachiller",2,"administrativo",1,"diurna",2,109
"1604",1604,45,"masculino","maestria",0,"administrativo",0,"mixta",11,71
"1605",1605,37,"femenino","tecnico",3,"operativo",0,"nocturna",13,5
"1606",1606,54,"femenino","tecnico",1,"operativo",1,"mixta",10,62
"1607",1607,45,"masculino","tecnico",3,"operativo",0,"diurna",14,112
"1608",1608,50,"masculino","tecnico",1,"operativo",0,"mixta",5,39
"1609",1609,45,"femenino","tecnico",1,"operativo",1,"mixta",11,127
"1610",1610,46,"femenino","bachiller",0,"operativo",1,"diurna",10,69
"1611",1611,51,"masculino","bachiller",0,"operativo",0,"diurna",14,124
"1612",1612,18,"masculino","bachiller",1,"operativo",1,"diurna",6,59
"1613",1613,48,"masculino","tecnico",2,"operativo",1,"mixta",14,127
"1614",1614,20,"femenino","bachiller",2,"operativo",1,"diurna",13,100
"1615",1615,45,"femenino","tecnico",1,"operativo",1,"diurna",11,100
"1616",1616,60,"masculino","bachiller",4,"operativo",0,"diurna",6,90
"1617",1617,33,"femenino","tecnico",1,"operativo",0,"nocturna",14,118
"1618",1618,28,"masculino","tecnico",0,"operativo",1,"diurna",16,76
"1619",1619,39,"femenino","bachiller",1,"operativo",0,"diurna",14,61
"1620",1620,64,"masculino","bachiller",1,"operativo",1,"mixta",12,89
"1621",1621,42,"femenino","bachiller",0,"administrativo",0,"diurna",8,95
"1622",1622,42,"femenino","bachiller",2,"operativo",1,"diurna",11,42
"1623",1623,32,"masculino","bachiller",1,"operativo",1,"mixta",10,87
"1624",1624,32,"masculino","tecnico",0,"operativo",1,"diurna",12,23
"1625",1625,38,"femenino","tecnico",0,"operativo",1,"diurna",3,64
"1626",1626,18,"femenino","tecnico",1,"operativo",0,"diurna",12,51
"1627",1627,59,"femenino","bachiller",2,"operativo",0,"mixta",6,1
"1628",1628,35,"masculino","universitario",0,"operativo",1,"diurna",5,83
"1629",1629,18,"masculino","tecnico",2,"operativo",1,"nocturna",10,56
"1630",1630,40,"femenino","bachiller",1,"operativo",1,"diurna",14,128
"1631",1631,36,"masculino","bachiller",1,"administrativo",0,"diurna",13,115
"1632",1632,18,"femenino","bachiller",2,"operativo",1,"diurna",8,17
"1633",1633,71,"masculino","bachiller",1,"operativo",0,"diurna",17,76
"1634",1634,23,"masculino","tecnico",2,"administrativo",0,"nocturna",15,64
"1635",1635,20,"femenino","tecnico",2,"operativo",0,"mixta",13,14
"1636",1636,47,"masculino","universitario",1,"administrativo",0,"diurna",14,31
"1637",1637,55,"masculino","tecnico",0,"operativo",0,"diurna",11,85
"1638",1638,37,"femenino","tecnico",0,"operativo",1,"diurna",8,31
"1639",1639,43,"masculino","bachiller",0,"operativo",0,"nocturna",1,39
"1640",1640,23,"masculino","tecnico",0,"operativo",0,"diurna",17,96
"1641",1641,54,"femenino","bachiller",2,"operativo",0,"mixta",18,49
"1642",1642,45,"femenino","tecnico",0,"operativo",0,"diurna",9,35
"1643",1643,42,"masculino","tecnico",2,"operativo",0,"diurna",14,58
"1644",1644,51,"femenino","tecnico",0,"administrativo",1,"diurna",9,103
"1645",1645,55,"femenino","especializacion",3,"administrativo",0,"diurna",10,28
"1646",1646,29,"masculino","bachiller",4,"operativo",1,"diurna",15,11
"1647",1647,47,"masculino","tecnico",2,"administrativo",0,"nocturna",13,103
"1648",1648,25,"masculino","tecnico",1,"operativo",0,"mixta",9,105
"1649",1649,73,"masculino","bachiller",1,"operativo",1,"mixta",13,93
"1650",1650,47,"masculino","universitario",2,"administrativo",1,"diurna",13,102
"1651",1651,39,"masculino","tecnico",0,"operativo",0,"diurna",4,40
"1652",1652,33,"femenino","tecnico",1,"operativo",1,"diurna",15,34
"1653",1653,37,"masculino","tecnico",0,"operativo",0,"nocturna",13,118
"1654",1654,23,"masculino","tecnico",1,"administrativo",1,"nocturna",6,80
"1655",1655,41,"masculino","bachiller",3,"administrativo",1,"mixta",16,4
"1656",1656,49,"masculino","tecnico",3,"operativo",0,"diurna",13,136
"1657",1657,32,"femenino","tecnico",2,"operativo",0,"diurna",16,113
"1658",1658,28,"masculino","universitario",1,"operativo",0,"nocturna",16,124
"1659",1659,18,"femenino","tecnico",0,"operativo",1,"diurna",10,27
"1660",1660,49,"femenino","universitario",0,"administrativo",1,"diurna",10,85
"1661",1661,45,"masculino","tecnico",0,"administrativo",0,"diurna",4,73
"1662",1662,37,"femenino","tecnico",0,"operativo",0,"diurna",11,90
"1663",1663,32,"femenino","tecnico",3,"operativo",0,"diurna",14,141
"1664",1664,44,"masculino","bachiller",2,"administrativo",1,"mixta",7,25
"1665",1665,19,"masculino","bachiller",0,"administrativo",0,"diurna",10,112
"1666",1666,18,"femenino","tecnico",3,"administrativo",0,"nocturna",9,143
"1667",1667,18,"masculino","universitario",3,"operativo",1,"mixta",14,42
"1668",1668,35,"femenino","bachiller",0,"administrativo",0,"diurna",11,129
"1669",1669,52,"femenino","tecnico",2,"operativo",1,"diurna",11,147
"1670",1670,51,"masculino","tecnico",2,"operativo",0,"mixta",10,3
"1671",1671,32,"masculino","tecnico",3,"administrativo",0,"diurna",14,26
"1672",1672,61,"femenino","bachiller",0,"operativo",1,"nocturna",16,105
"1673",1673,23,"femenino","tecnico",4,"operativo",0,"diurna",15,42
"1674",1674,33,"femenino","bachiller",2,"operativo",1,"mixta",11,4
"1675",1675,29,"masculino","bachiller",4,"operativo",0,"diurna",5,139
"1676",1676,42,"masculino","bachiller",0,"operativo",1,"diurna",12,104
"1677",1677,18,"femenino","tecnico",2,"administrativo",0,"mixta",10,91
"1678",1678,58,"femenino","tecnico",2,"operativo",1,"diurna",10,73
"1679",1679,58,"masculino","tecnico",0,"operativo",0,"diurna",19,101
"1680",1680,55,"femenino","bachiller",0,"administrativo",1,"nocturna",10,11
"1681",1681,39,"femenino","tecnico",0,"operativo",0,"diurna",4,45
"1682",1682,57,"masculino","tecnico",1,"operativo",1,"diurna",15,37
"1683",1683,47,"masculino","tecnico",0,"operativo",1,"nocturna",21,58
"1684",1684,54,"masculino","tecnico",1,"operativo",0,"diurna",6,70
"1685",1685,43,"masculino","tecnico",3,"operativo",0,"nocturna",13,113
"1686",1686,44,"masculino","universitario",0,"operativo",0,"diurna",11,13
"1687",1687,18,"femenino","bachiller",2,"operativo",1,"diurna",17,124
"1688",1688,32,"masculino","bachiller",0,"operativo",0,"diurna",12,29
"1689",1689,55,"femenino","universitario",3,"operativo",0,"mixta",2,39
"1690",1690,42,"femenino","bachiller",3,"operativo",1,"mixta",12,1
"1691",1691,22,"masculino","bachiller",2,"administrativo",1,"nocturna",12,38
"1692",1692,26,"masculino","bachiller",1,"operativo",1,"diurna",0,90
"1693",1693,32,"femenino","tecnico",0,"operativo",1,"diurna",6,68
"1694",1694,72,"masculino","tecnico",4,"operativo",1,"diurna",6,125
"1695",1695,37,"masculino","tecnico",0,"operativo",1,"diurna",15,93
"1696",1696,30,"masculino","tecnico",3,"operativo",1,"mixta",5,53
"1697",1697,18,"femenino","bachiller",0,"operativo",0,"mixta",11,55
"1698",1698,18,"femenino","bachiller",1,"operativo",1,"mixta",10,109
"1699",1699,58,"masculino","tecnico",1,"operativo",0,"diurna",12,140
"1700",1700,27,"masculino","tecnico",1,"operativo",0,"mixta",7,114
"1701",1701,64,"masculino","bachiller",3,"operativo",0,"mixta",5,28
"1702",1702,35,"femenino","maestria",3,"administrativo",0,"mixta",14,67
"1703",1703,18,"femenino","tecnico",0,"operativo",0,"diurna",7,7
"1704",1704,73,"masculino","maestria",0,"administrativo",1,"diurna",8,131
"1705",1705,24,"masculino","universitario",3,"operativo",0,"diurna",11,92
"1706",1706,32,"femenino","bachiller",3,"operativo",0,"diurna",8,42
"1707",1707,41,"femenino","bachiller",1,"administrativo",1,"diurna",10,11
"1708",1708,38,"masculino","maestria",2,"administrativo",1,"nocturna",3,19
"1709",1709,18,"masculino","universitario",1,"operativo",1,"diurna",8,86
"1710",1710,18,"masculino","tecnico",0,"operativo",1,"diurna",21,149
"1711",1711,61,"femenino","bachiller",0,"operativo",0,"diurna",14,93
"1712",1712,29,"femenino","tecnico",1,"operativo",1,"mixta",10,63
"1713",1713,52,"masculino","maestria",4,"administrativo",0,"diurna",8,10
"1714",1714,66,"femenino","maestria",0,"administrativo",0,"diurna",3,59
"1715",1715,28,"femenino","bachiller",0,"operativo",0,"diurna",6,96
"1716",1716,29,"femenino","tecnico",0,"operativo",0,"diurna",11,61
"1717",1717,18,"masculino","bachiller",2,"operativo",1,"mixta",6,28
"1718",1718,68,"masculino","tecnico",0,"operativo",0,"nocturna",12,122
"1719",1719,29,"masculino","universitario",3,"operativo",1,"diurna",7,30
"1720",1720,34,"masculino","bachiller",4,"operativo",0,"diurna",10,30
"1721",1721,20,"femenino","especializacion",2,"administrativo",1,"mixta",11,22
"1722",1722,51,"masculino","bachiller",1,"operativo",1,"diurna",2,62
"1723",1723,64,"masculino","tecnico",2,"administrativo",0,"diurna",9,15
"1724",1724,43,"femenino","bachiller",3,"operativo",0,"diurna",8,90
"1725",1725,34,"femenino","tecnico",1,"operativo",0,"nocturna",9,132
"1726",1726,18,"masculino","bachiller",2,"operativo",0,"mixta",7,109
"1727",1727,62,"masculino","tecnico",0,"operativo",0,"diurna",12,53
"1728",1728,50,"masculino","tecnico",1,"operativo",1,"nocturna",5,106
"1729",1729,39,"masculino","bachiller",2,"operativo",1,"nocturna",13,14
"1730",1730,58,"masculino","tecnico",0,"operativo",1,"nocturna",12,11
"1731",1731,59,"femenino","tecnico",0,"operativo",0,"diurna",8,103
"1732",1732,33,"masculino","bachiller",1,"operativo",0,"mixta",10,55
"1733",1733,22,"masculino","bachiller",2,"administrativo",0,"diurna",9,70
"1734",1734,54,"femenino","tecnico",1,"administrativo",1,"mixta",12,105
"1735",1735,50,"masculino","bachiller",2,"operativo",0,"nocturna",11,144
"1736",1736,32,"femenino","tecnico",2,"operativo",0,"diurna",11,53
"1737",1737,87,"femenino","tecnico",0,"operativo",1,"diurna",9,27
"1738",1738,18,"masculino","tecnico",3,"operativo",1,"diurna",9,40
"1739",1739,40,"femenino","bachiller",3,"operativo",1,"mixta",14,142
"1740",1740,57,"masculino","bachiller",0,"operativo",0,"diurna",7,126
"1741",1741,62,"masculino","bachiller",1,"operativo",1,"diurna",11,117
"1742",1742,55,"femenino","tecnico",2,"operativo",0,"diurna",4,69
"1743",1743,42,"masculino","tecnico",0,"operativo",0,"mixta",8,114
"1744",1744,52,"femenino","bachiller",0,"operativo",1,"diurna",16,24
"1745",1745,48,"femenino","tecnico",2,"operativo",0,"mixta",12,1
"1746",1746,40,"femenino","tecnico",1,"administrativo",1,"mixta",8,5
"1747",1747,27,"masculino","tecnico",2,"operativo",0,"diurna",18,72
"1748",1748,58,"femenino","bachiller",2,"operativo",0,"diurna",8,6
"1749",1749,35,"femenino","bachiller",0,"operativo",0,"diurna",8,75
"1750",1750,36,"femenino","tecnico",0,"operativo",0,"nocturna",7,61
"1751",1751,44,"femenino","tecnico",3,"operativo",1,"diurna",10,141
"1752",1752,40,"femenino","bachiller",1,"operativo",0,"diurna",12,47
"1753",1753,18,"femenino","tecnico",2,"administrativo",0,"diurna",6,75
"1754",1754,34,"femenino","tecnico",3,"operativo",0,"mixta",4,149
"1755",1755,49,"femenino","tecnico",0,"operativo",0,"mixta",6,82
"1756",1756,58,"femenino","tecnico",0,"operativo",0,"nocturna",15,78
"1757",1757,21,"femenino","bachiller",1,"operativo",1,"diurna",6,60
"1758",1758,30,"masculino","tecnico",1,"administrativo",0,"nocturna",0,119
"1759",1759,18,"masculino","universitario",0,"administrativo",0,"diurna",17,57
"1760",1760,55,"masculino","tecnico",1,"operativo",0,"nocturna",12,18
"1761",1761,40,"masculino","universitario",2,"operativo",0,"diurna",7,53
"1762",1762,52,"femenino","bachiller",3,"operativo",0,"diurna",15,44
"1763",1763,32,"femenino","tecnico",2,"operativo",1,"nocturna",21,4
"1764",1764,43,"femenino","tecnico",0,"administrativo",0,"nocturna",10,119
"1765",1765,55,"femenino","universitario",2,"operativo",0,"nocturna",11,102
"1766",1766,36,"femenino","universitario",3,"operativo",0,"diurna",10,107
"1767",1767,53,"femenino","tecnico",0,"operativo",0,"diurna",8,99
"1768",1768,50,"femenino","tecnico",1,"administrativo",1,"mixta",17,48
"1769",1769,18,"femenino","bachiller",2,"operativo",1,"diurna",13,94
"1770",1770,45,"femenino","tecnico",3,"administrativo",1,"diurna",5,14
"1771",1771,18,"femenino","universitario",1,"administrativo",1,"diurna",20,98
"1772",1772,36,"femenino","tecnico",3,"administrativo",1,"diurna",5,34
"1773",1773,32,"masculino","bachiller",1,"operativo",1,"nocturna",6,139
"1774",1774,53,"femenino","tecnico",1,"operativo",0,"diurna",10,131
"1775",1775,44,"femenino","universitario",2,"operativo",0,"nocturna",6,45
"1776",1776,31,"femenino","bachiller",2,"operativo",0,"mixta",17,93
"1777",1777,38,"masculino","tecnico",1,"operativo",0,"nocturna",8,46
"1778",1778,43,"femenino","tecnico",3,"operativo",0,"diurna",15,149
"1779",1779,25,"masculino","bachiller",0,"operativo",0,"diurna",12,22
"1780",1780,30,"masculino","tecnico",4,"operativo",0,"diurna",11,6
"1781",1781,21,"femenino","tecnico",1,"administrativo",1,"diurna",9,112
"1782",1782,18,"masculino","bachiller",3,"operativo",0,"nocturna",12,110
"1783",1783,32,"femenino","tecnico",0,"administrativo",1,"mixta",14,119
"1784",1784,40,"masculino","tecnico",0,"operativo",1,"diurna",12,106
"1785",1785,18,"masculino","bachiller",4,"operativo",0,"diurna",12,40
"1786",1786,47,"masculino","universitario",3,"operativo",1,"diurna",9,33
"1787",1787,30,"femenino","bachiller",1,"operativo",1,"diurna",13,37
"1788",1788,45,"femenino","universitario",1,"operativo",0,"diurna",6,19
"1789",1789,42,"femenino","tecnico",3,"operativo",0,"diurna",12,145
"1790",1790,34,"masculino","bachiller",2,"operativo",0,"diurna",16,40
"1791",1791,18,"masculino","bachiller",3,"operativo",1,"nocturna",14,122
"1792",1792,18,"femenino","tecnico",2,"operativo",1,"nocturna",7,54
"1793",1793,18,"femenino","tecnico",2,"operativo",1,"diurna",15,31
"1794",1794,60,"masculino","bachiller",1,"operativo",0,"nocturna",10,131
"1795",1795,35,"masculino","universitario",0,"administrativo",1,"diurna",6,32
"1796",1796,69,"femenino","tecnico",2,"operativo",0,"diurna",3,68
"1797",1797,18,"femenino","tecnico",2,"operativo",1,"diurna",23,128
"1798",1798,62,"femenino","bachiller",0,"operativo",1,"mixta",5,71
"1799",1799,56,"masculino","tecnico",1,"operativo",0,"mixta",16,41
"1800",1800,29,"femenino","universitario",2,"operativo",0,"diurna",12,103
"1801",1801,51,"masculino","tecnico",4,"operativo",0,"mixta",9,118
"1802",1802,49,"femenino","bachiller",2,"operativo",1,"nocturna",8,9
"1803",1803,38,"masculino","especializacion",0,"administrativo",1,"diurna",18,49
"1804",1804,63,"femenino","bachiller",0,"administrativo",0,"diurna",14,92
"1805",1805,36,"masculino","tecnico",1,"operativo",0,"diurna",4,14
"1806",1806,70,"masculino","bachiller",1,"operativo",0,"diurna",4,89
"1807",1807,22,"masculino","tecnico",1,"operativo",1,"mixta",12,125
"1808",1808,60,"masculino","bachiller",1,"operativo",1,"diurna",10,58
"1809",1809,32,"masculino","tecnico",2,"operativo",0,"diurna",7,62
"1810",1810,45,"femenino","tecnico",3,"operativo",0,"diurna",11,45
"1811",1811,39,"masculino","tecnico",0,"operativo",0,"diurna",4,145
"1812",1812,38,"masculino","tecnico",1,"operativo",0,"diurna",11,26
"1813",1813,39,"masculino","universitario",1,"operativo",0,"diurna",9,34
"1814",1814,54,"femenino","bachiller",2,"operativo",0,"nocturna",12,124
"1815",1815,40,"masculino","tecnico",1,"operativo",0,"diurna",9,124
"1816",1816,60,"masculino","universitario",2,"administrativo",1,"diurna",9,52
"1817",1817,42,"femenino","bachiller",1,"operativo",0,"diurna",11,105
"1818",1818,43,"femenino","tecnico",0,"administrativo",1,"mixta",11,129
"1819",1819,39,"masculino","bachiller",0,"operativo",0,"mixta",12,113
"1820",1820,34,"femenino","bachiller",3,"operativo",0,"nocturna",11,24
"1821",1821,43,"femenino","tecnico",1,"operativo",1,"nocturna",10,111
"1822",1822,55,"femenino","tecnico",4,"operativo",0,"nocturna",6,51
"1823",1823,52,"femenino","tecnico",2,"administrativo",1,"diurna",9,70
"1824",1824,55,"femenino","especializacion",2,"administrativo",0,"diurna",14,117
"1825",1825,66,"masculino","especializacion",1,"administrativo",0,"mixta",5,128
"1826",1826,45,"femenino","universitario",1,"operativo",0,"mixta",9,7
"1827",1827,42,"masculino","especializacion",0,"administrativo",1,"diurna",5,70
"1828",1828,63,"masculino","tecnico",3,"operativo",0,"diurna",5,55
"1829",1829,39,"femenino","tecnico",0,"operativo",0,"diurna",3,6
"1830",1830,25,"femenino","bachiller",2,"operativo",1,"nocturna",6,22
"1831",1831,27,"femenino","tecnico",1,"operativo",0,"nocturna",9,28
"1832",1832,30,"femenino","tecnico",3,"operativo",0,"diurna",12,31
"1833",1833,18,"femenino","tecnico",0,"operativo",1,"diurna",11,75
"1834",1834,61,"femenino","bachiller",0,"operativo",0,"mixta",13,25
"1835",1835,31,"femenino","especializacion",3,"administrativo",0,"diurna",10,118
"1836",1836,57,"masculino","especializacion",3,"administrativo",0,"mixta",10,106
"1837",1837,76,"femenino","universitario",4,"administrativo",0,"nocturna",9,44
"1838",1838,34,"femenino","especializacion",4,"administrativo",1,"mixta",9,148
"1839",1839,46,"femenino","bachiller",0,"operativo",1,"nocturna",18,141
"1840",1840,31,"masculino","bachiller",2,"operativo",1,"diurna",8,70
"1841",1841,84,"femenino","universitario",2,"operativo",1,"mixta",14,45
"1842",1842,24,"masculino","bachiller",1,"administrativo",0,"diurna",12,49
"1843",1843,58,"femenino","tecnico",2,"operativo",0,"diurna",13,65
"1844",1844,53,"masculino","tecnico",2,"operativo",1,"nocturna",14,40
"1845",1845,54,"masculino","tecnico",1,"operativo",1,"nocturna",10,69
"1846",1846,55,"femenino","tecnico",0,"administrativo",0,"diurna",12,124
